Timestamp: 1683525958, Average of speed: 2150.667, Average of pressure: 0.068
Timestamp: 1683532886, Average of speed: 2085.667, Average of pressure: 0.075
Timestamp: 1683532887, Average of speed: 2158.333, Average of pressure: 0.083
Timestamp: 1683532888, Average of speed: 2166.333, Average of pressure: 0.076
Timestamp: 1683532889, Average of speed: 2231.667, Average of pressure: 0.072
Timestamp: 1683532890, Average of speed: 2181.667, Average of pressure: 0.071
Timestamp: 1683532891, Average of speed: 2189.667, Average of pressure: 0.079
Timestamp: 1683532892, Average of speed: 2113.667, Average of pressure: 0.078
Timestamp: 1683532893, Average of speed: 1918.667, Average of pressure: 0.081
Timestamp: 1683532894, Average of speed: 2140.667, Average of pressure: 0.060
Timestamp: 1683532895, Average of speed: 2145.000, Average of pressure: 0.072
Timestamp: 1683532896, Average of speed: 2150.667, Average of pressure: 0.093
Timestamp: 1683532897, Average of speed: 2104.000, Average of pressure: 0.065
Timestamp: 1683532898, Average of speed: 2099.000, Average of pressure: 0.091
Timestamp: 1683532899, Average of speed: 2100.667, Average of pressure: 0.071
Timestamp: 1683532900, Average of speed: 2138.333, Average of pressure: 0.060
Timestamp: 1683532901, Average of speed: 2161.000, Average of pressure: 0.083
Timestamp: 1683532902, Average of speed: 2144.333, Average of pressure: 0.089
Timestamp: 1683532903, Average of speed: 2105.000, Average of pressure: 0.082
Timestamp: 1683532904, Average of speed: 2173.333, Average of pressure: 0.072
Timestamp: 1683532905, Average of speed: 2185.333, Average of pressure: 0.083
Timestamp: 1683532906, Average of speed: 2019.000, Average of pressure: 0.079
Timestamp: 1683532907, Average of speed: 2202.333, Average of pressure: 0.074
Timestamp: 1683532908, Average of speed: 1931.667, Average of pressure: 0.086
Timestamp: 1683532909, Average of speed: 2215.667, Average of pressure: 0.070
Timestamp: 1683532910, Average of speed: 1991.333, Average of pressure: 0.056
Timestamp: 1683532911, Average of speed: 2256.333, Average of pressure: 0.076
Timestamp: 1683532912, Average of speed: 2173.000, Average of pressure: 0.091
Timestamp: 1683532913, Average of speed: 2100.000, Average of pressure: 0.076
Timestamp: 1683532914, Average of speed: 2043.333, Average of pressure: 0.093
Timestamp: 1683532915, Average of speed: 2258.000, Average of pressure: 0.069
Timestamp: 1683532916, Average of speed: 2048.000, Average of pressure: 0.083
Timestamp: 1683532917, Average of speed: 2200.333, Average of pressure: 0.090
Timestamp: 1683532918, Average of speed: 2200.333, Average of pressure: 0.090
Timestamp: 1683532919, Average of speed: 2067.000, Average of pressure: 0.074
Timestamp: 1683532920, Average of speed: 2008.667, Average of pressure: 0.084
Timestamp: 1683532921, Average of speed: 2252.667, Average of pressure: 0.053
Timestamp: 1683532922, Average of speed: 2085.333, Average of pressure: 0.062
Timestamp: 1683532923, Average of speed: 2216.000, Average of pressure: 0.073
Timestamp: 1683532924, Average of speed: 2130.000, Average of pressure: 0.073
Timestamp: 1683532925, Average of speed: 2154.667, Average of pressure: 0.076
Timestamp: 1683532926, Average of speed: 2091.667, Average of pressure: 0.072
Timestamp: 1683532927, Average of speed: 1996.333, Average of pressure: 0.086
Timestamp: 1683532928, Average of speed: 2201.000, Average of pressure: 0.091
Timestamp: 1683532929, Average of speed: 2162.000, Average of pressure: 0.060
Timestamp: 1683532930, Average of speed: 2319.000, Average of pressure: 0.065
Timestamp: 1683532931, Average of speed: 2111.333, Average of pressure: 0.074
Timestamp: 1683532932, Average of speed: 2112.000, Average of pressure: 0.067
Timestamp: 1683532933, Average of speed: 2103.333, Average of pressure: 0.078
Timestamp: 1683532934, Average of speed: 2104.667, Average of pressure: 0.075
Timestamp: 1683532935, Average of speed: 2022.667, Average of pressure: 0.067
Timestamp: 1683532936, Average of speed: 2137.000, Average of pressure: 0.075
Timestamp: 1683532937, Average of speed: 2076.333, Average of pressure: 0.069
Timestamp: 1683532938, Average of speed: 1979.333, Average of pressure: 0.080
Timestamp: 1683532939, Average of speed: 2036.333, Average of pressure: 0.069
Timestamp: 1683532940, Average of speed: 1995.333, Average of pressure: 0.080
Timestamp: 1683532941, Average of speed: 2176.000, Average of pressure: 0.075
Timestamp: 1683532942, Average of speed: 2014.000, Average of pressure: 0.079
Timestamp: 1683532943, Average of speed: 2154.333, Average of pressure: 0.082
Timestamp: 1683532944, Average of speed: 2013.667, Average of pressure: 0.073
Timestamp: 1683532945, Average of speed: 2131.333, Average of pressure: 0.079
Timestamp: 1683532946, Average of speed: 2099.000, Average of pressure: 0.069
Timestamp: 1683532947, Average of speed: 2054.667, Average of pressure: 0.086
Timestamp: 1683532948, Average of speed: 2172.000, Average of pressure: 0.087
Timestamp: 1683532949, Average of speed: 2110.667, Average of pressure: 0.065
Timestamp: 1683532950, Average of speed: 2093.667, Average of pressure: 0.064
Timestamp: 1683532951, Average of speed: 2046.667, Average of pressure: 0.080
Timestamp: 1683532952, Average of speed: 2009.667, Average of pressure: 0.070
Timestamp: 1683532953, Average of speed: 2163.667, Average of pressure: 0.087
Timestamp: 1683532954, Average of speed: 1916.000, Average of pressure: 0.064
Timestamp: 1683532955, Average of speed: 2160.333, Average of pressure: 0.060
Timestamp: 1683532956, Average of speed: 2108.000, Average of pressure: 0.084
Timestamp: 1683532957, Average of speed: 2231.333, Average of pressure: 0.073
Timestamp: 1683532958, Average of speed: 2175.667, Average of pressure: 0.073
Timestamp: 1683532959, Average of speed: 1994.333, Average of pressure: 0.064
Timestamp: 1683532960, Average of speed: 2140.333, Average of pressure: 0.093
Timestamp: 1683532961, Average of speed: 2090.000, Average of pressure: 0.084
Timestamp: 1683532962, Average of speed: 1953.333, Average of pressure: 0.071
Timestamp: 1683532963, Average of speed: 2048.333, Average of pressure: 0.058
Timestamp: 1683532964, Average of speed: 2057.000, Average of pressure: 0.060
Timestamp: 1683532965, Average of speed: 2056.000, Average of pressure: 0.075
Timestamp: 1683532966, Average of speed: 1886.667, Average of pressure: 0.068
Timestamp: 1683532967, Average of speed: 2183.333, Average of pressure: 0.060
Timestamp: 1683532968, Average of speed: 2050.333, Average of pressure: 0.060
Timestamp: 1683532969, Average of speed: 2018.000, Average of pressure: 0.098
Timestamp: 1683532970, Average of speed: 2048.667, Average of pressure: 0.079
Timestamp: 1683532971, Average of speed: 2124.667, Average of pressure: 0.064
Timestamp: 1683532972, Average of speed: 2155.333, Average of pressure: 0.058
Timestamp: 1683532973, Average of speed: 1992.667, Average of pressure: 0.086
Timestamp: 1683532974, Average of speed: 2228.667, Average of pressure: 0.079
Timestamp: 1683532975, Average of speed: 2208.333, Average of pressure: 0.080
Timestamp: 1683532976, Average of speed: 2078.667, Average of pressure: 0.087
Timestamp: 1683532977, Average of speed: 2238.667, Average of pressure: 0.053
Timestamp: 1683532978, Average of speed: 2208.000, Average of pressure: 0.060
Timestamp: 1683532979, Average of speed: 2034.667, Average of pressure: 0.058
Timestamp: 1683532980, Average of speed: 2083.000, Average of pressure: 0.070
Timestamp: 1683532981, Average of speed: 2080.333, Average of pressure: 0.070
Timestamp: 1683532982, Average of speed: 2115.000, Average of pressure: 0.059
Timestamp: 1683532983, Average of speed: 1991.667, Average of pressure: 0.095
Timestamp: 1683532984, Average of speed: 2040.667, Average of pressure: 0.086
Timestamp: 1683532985, Average of speed: 2088.000, Average of pressure: 0.084
Timestamp: 1683532986, Average of speed: 2007.000, Average of pressure: 0.078
Timestamp: 1683532987, Average of speed: 1935.000, Average of pressure: 0.071
Timestamp: 1683532988, Average of speed: 2004.667, Average of pressure: 0.071
Timestamp: 1683532989, Average of speed: 2159.000, Average of pressure: 0.068
Timestamp: 1683532990, Average of speed: 2112.333, Average of pressure: 0.066
Timestamp: 1683532991, Average of speed: 2073.667, Average of pressure: 0.080
Timestamp: 1683532992, Average of speed: 2079.333, Average of pressure: 0.092
Timestamp: 1683532993, Average of speed: 2107.333, Average of pressure: 0.070
Timestamp: 1683532994, Average of speed: 2107.333, Average of pressure: 0.070
Timestamp: 1683532995, Average of speed: 2028.000, Average of pressure: 0.075
Timestamp: 1683532996, Average of speed: 2097.333, Average of pressure: 0.060
Timestamp: 1683532997, Average of speed: 2317.333, Average of pressure: 0.092
Timestamp: 1683532998, Average of speed: 2117.000, Average of pressure: 0.065
Timestamp: 1683532999, Average of speed: 2047.667, Average of pressure: 0.068
Timestamp: 1683533000, Average of speed: 2014.333, Average of pressure: 0.066
Timestamp: 1683533001, Average of speed: 1889.333, Average of pressure: 0.075
Timestamp: 1683533002, Average of speed: 2116.667, Average of pressure: 0.078
Timestamp: 1683533003, Average of speed: 2040.000, Average of pressure: 0.055
Timestamp: 1683533004, Average of speed: 2010.000, Average of pressure: 0.074
Timestamp: 1683533005, Average of speed: 2096.333, Average of pressure: 0.054
Timestamp: 1683533006, Average of speed: 2290.333, Average of pressure: 0.095
Timestamp: 1683533007, Average of speed: 1849.667, Average of pressure: 0.083
Timestamp: 1683533008, Average of speed: 1875.000, Average of pressure: 0.089
Timestamp: 1683533009, Average of speed: 2117.333, Average of pressure: 0.090
Timestamp: 1683533010, Average of speed: 2009.333, Average of pressure: 0.084
Timestamp: 1683533011, Average of speed: 2131.000, Average of pressure: 0.065
Timestamp: 1683533012, Average of speed: 2131.000, Average of pressure: 0.065
Timestamp: 1683533013, Average of speed: 2131.000, Average of pressure: 0.065
Timestamp: 1683533014, Average of speed: 1950.333, Average of pressure: 0.073
Timestamp: 1683533015, Average of speed: 2167.333, Average of pressure: 0.081
Timestamp: 1683533016, Average of speed: 2330.000, Average of pressure: 0.066
Timestamp: 1683533017, Average of speed: 2091.333, Average of pressure: 0.072
Timestamp: 1683533018, Average of speed: 2051.667, Average of pressure: 0.076
Timestamp: 1683533019, Average of speed: 2233.333, Average of pressure: 0.072
Timestamp: 1683533020, Average of speed: 1919.667, Average of pressure: 0.097
Timestamp: 1683533021, Average of speed: 1945.000, Average of pressure: 0.073
Timestamp: 1683533022, Average of speed: 2321.000, Average of pressure: 0.074
Timestamp: 1683533023, Average of speed: 2040.667, Average of pressure: 0.093
Timestamp: 1683533024, Average of speed: 2169.000, Average of pressure: 0.065
Timestamp: 1683533025, Average of speed: 2138.667, Average of pressure: 0.074
Timestamp: 1683533026, Average of speed: 2124.667, Average of pressure: 0.090
Timestamp: 1683533027, Average of speed: 1948.667, Average of pressure: 0.089
Timestamp: 1683533028, Average of speed: 2010.667, Average of pressure: 0.075
Timestamp: 1683533029, Average of speed: 2114.333, Average of pressure: 0.072
Timestamp: 1683533030, Average of speed: 1882.000, Average of pressure: 0.068
Timestamp: 1683533031, Average of speed: 2237.667, Average of pressure: 0.068
Timestamp: 1683533032, Average of speed: 2124.000, Average of pressure: 0.069
Timestamp: 1683533033, Average of speed: 2205.667, Average of pressure: 0.078
Timestamp: 1683533034, Average of speed: 2314.667, Average of pressure: 0.089
Timestamp: 1683533035, Average of speed: 2133.000, Average of pressure: 0.095
Timestamp: 1683533036, Average of speed: 2150.000, Average of pressure: 0.067
Timestamp: 1683533037, Average of speed: 2065.667, Average of pressure: 0.071
Timestamp: 1683533038, Average of speed: 2087.333, Average of pressure: 0.068
Timestamp: 1683533039, Average of speed: 2181.667, Average of pressure: 0.064
Timestamp: 1683533040, Average of speed: 2100.333, Average of pressure: 0.063
Timestamp: 1683533041, Average of speed: 1835.000, Average of pressure: 0.093
Timestamp: 1683533042, Average of speed: 2232.667, Average of pressure: 0.072
Timestamp: 1683533043, Average of speed: 2078.000, Average of pressure: 0.069
Timestamp: 1683533044, Average of speed: 2011.000, Average of pressure: 0.067
Timestamp: 1683533045, Average of speed: 2147.000, Average of pressure: 0.086
Timestamp: 1683533046, Average of speed: 1939.667, Average of pressure: 0.071
Timestamp: 1683533047, Average of speed: 2051.667, Average of pressure: 0.094
Timestamp: 1683533048, Average of speed: 2051.667, Average of pressure: 0.094
Timestamp: 1683533049, Average of speed: 1871.000, Average of pressure: 0.071
Timestamp: 1683533050, Average of speed: 2175.000, Average of pressure: 0.083
Timestamp: 1683533051, Average of speed: 1954.667, Average of pressure: 0.073
Timestamp: 1683533052, Average of speed: 2221.000, Average of pressure: 0.086
Timestamp: 1683533053, Average of speed: 2130.000, Average of pressure: 0.065
Timestamp: 1683533054, Average of speed: 2121.333, Average of pressure: 0.059
Timestamp: 1683533055, Average of speed: 1991.000, Average of pressure: 0.089
Timestamp: 1683533056, Average of speed: 2014.000, Average of pressure: 0.075
Timestamp: 1683533057, Average of speed: 2134.667, Average of pressure: 0.075
Timestamp: 1683533058, Average of speed: 2172.000, Average of pressure: 0.063
Timestamp: 1683533059, Average of speed: 2056.667, Average of pressure: 0.079
Timestamp: 1683533060, Average of speed: 2003.333, Average of pressure: 0.071
Timestamp: 1683533061, Average of speed: 2003.333, Average of pressure: 0.071
Timestamp: 1683533062, Average of speed: 2176.333, Average of pressure: 0.080
Timestamp: 1683533063, Average of speed: 2151.000, Average of pressure: 0.080
Timestamp: 1683533064, Average of speed: 2226.667, Average of pressure: 0.072
Timestamp: 1683533065, Average of speed: 2178.333, Average of pressure: 0.062
Timestamp: 1683533066, Average of speed: 2095.000, Average of pressure: 0.072
Timestamp: 1683533067, Average of speed: 2148.000, Average of pressure: 0.084
Timestamp: 1683533068, Average of speed: 2160.333, Average of pressure: 0.095
Timestamp: 1683533069, Average of speed: 2182.667, Average of pressure: 0.076
Timestamp: 1683533070, Average of speed: 2171.000, Average of pressure: 0.083
Timestamp: 1683533071, Average of speed: 2315.333, Average of pressure: 0.094
Timestamp: 1683533072, Average of speed: 2110.667, Average of pressure: 0.083
Timestamp: 1683533073, Average of speed: 2125.333, Average of pressure: 0.086
Timestamp: 1683533074, Average of speed: 2125.333, Average of pressure: 0.086
Timestamp: 1683533075, Average of speed: 2208.333, Average of pressure: 0.062
